latitude,longitude,z
degrees_north,degrees_east,
37.00208333333333,136.0020833333333,-454.92923
37.00208333333333,136.00625000000002,-450.63367
37.00208333333333,136.01041666666669,-446.58044
37.00208333333333,136.01458333333335,-442.92337
37.00208333333333,136.01875,-439.73267
37.00208333333333,136.02291666666667,-436.99515
37.00208333333333,136.02708333333334,-434.60233
37.00208333333333,136.03125,-432.60324
37.00208333333333,136.03541666666666,-430.96057
37.00208333333333,136.03958333333333,-429.58865
37.00208333333333,136.04375,-428.40378
37.00208333333333,136.04791666666665,-427.38916
37.00208333333333,136.05208333333331,-426.49136
37.00208333333333,136.05624999999998,-425.694
37.00208333333333,136.06041666666664,-424.86957
37.00208333333333,136.0645833333333,-423.6292
37.00208333333333,136.06875000000002,-422.45865
37.00208333333333,136.07291666666669,-421.39035
37.00208333333333,136.07708333333335,-419.90668
37.00208333333333,136.08125,-418.56778
37.00208333333333,136.08541666666667,-417.51492
37.00208333333333,136.08958333333334,-416.64807
37.00208333333333,136.09375,-415.65094
37.00208333333333,136.09791666666666,-414.5993
37.00208333333333,136.10208333333333,-413.44647
37.00208333333333,136.10625,-412.2168
37.00208333333333,136.11041666666665,-411.18024
37.00208333333333,136.11458333333331,-410.91635
37.00208333333333,136.11874999999998,-411.0465
37.00208333333333,136.12291666666664,-411.55173
37.00208333333333,136.1270833333333,-412.76364
37.00208333333333,136.13125000000002,-415.10684
37.00208333333333,136.13541666666669,-417.26523
37.00208333333333,136.13958333333335,-416.7852
37.00208333333333,136.14375,-410.88522
37.00208333333333,136.14791666666667,-402.91754
37.00208333333333,136.15208333333334,-394.43304
37.00208333333333,136.15625,-386.05878
37.00208333333333,136.16041666666666,-378.3178
37.00208333333333,136.16458333333333,-371.96002
37.00208333333333,136.16875,-366.07925
37.00208333333333,136.17291666666665,-360.2445
37.00208333333333,136.17708333333331,-354.7258
37.00208333333333,136.18124999999998,-350.71735
37.00208333333333,136.18541666666664,-347.2147
37.00208333333333,136.1895833333333,-344.34155
37.00208333333333,136.19375000000002,-343.20023
37.00208333333333,136.19791666666669,-342.84607
37.00208333333333,136.20208333333335,-342.9583
37.00208333333333,136.20625,-343.59872
37.00208333333333,136.21041666666667,-344.87418
37.00208333333333,136.21458333333334,-346.83774
37.00208333333333,136.21875,-349.38556
37.00208333333333,136.22291666666666,-352.20047
37.00208333333333,136.22708333333333,-354.36722
37.00208333333333,136.23125,-353.89615
37.00208333333333,136.23541666666665,-352.64832
37.00208333333333,136.23958333333331,-351.36752
37.00208333333333,136.24374999999998,-350.09927
37.00208333333333,136.24791666666664,-348.5276
37.00208333333333,136.2520833333333,-346.52863
37.00208333333333,136.25625000000002,-343.47247
37.00208333333333,136.26041666666669,-338.03268
37.00208333333333,136.26458333333335,-331.36172
37.00208333333333,136.26875,-324.03708
37.00208333333333,136.27291666666667,-316.45453
37.00208333333333,136.27708333333334,-309.23907
37.00208333333333,136.28125,-301.62408
37.00208333333333,136.28541666666666,-293.4414
37.00208333333333,136.28958333333333,-285.4499
37.00208333333333,136.29375,-280.12503
37.00208333333333,136.29791666666665,-281.19687
37.00208333333333,136.30208333333331,-284.37045
37.00208333333333,136.30624999999998,-287.73093
37.00208333333333,136.31041666666664,-290.8219
37.00208333333333,136.3145833333333,-293.72388
37.00208333333333,136.31875000000002,-296.1009
37.00208333333333,136.32291666666669,-297.13885
37.00208333333333,136.32708333333335,-295.11664
37.00208333333333,136.33125,-291.91266
37.00208333333333,136.33541666666667,-288.4118
37.00208333333333,136.33958333333334,-284.8147
37.00208333333333,136.34375,-280.9549
37.00208333333333,136.34791666666666,-277.15775
37.00208333333333,136.35208333333333,-273.581
37.00208333333333,136.35625,-270.25018
37.00208333333333,136.36041666666665,-267.0259
37.00208333333333,136.36458333333331,-263.5035
37.00208333333333,136.36874999999998,-260.0
37.00208333333333,136.37291666666664,-257.05963
