latitude,longitude,z
degrees_north,degrees_east,
49.00208333333333,0.0020833333333314386,54.0
49.00208333333333,0.006249999999994316,49.0
49.00208333333333,0.010416666666657193,45.0
49.00208333333333,0.01458333333332007,42.0
49.00208333333333,0.01875000000001137,45.0
49.00208333333333,0.022916666666674246,49.0
49.00208333333333,0.027083333333337123,50.0
49.00208333333333,0.03125,62.0
49.00208333333333,0.03541666666666288,78.0
49.00208333333333,0.039583333333325754,93.0
49.00208333333333,0.04374999999998863,122.0
49.00208333333333,0.04791666666665151,160.0
49.00208333333333,0.05208333333334281,176.0
49.00208333333333,0.056250000000005684,174.0
49.00208333333333,0.06041666666666856,162.0
49.00208333333333,0.06458333333333144,137.0
49.00208333333333,0.06874999999999432,115.0
49.00208333333333,0.07291666666665719,105.0
49.00208333333333,0.07708333333332007,116.0
49.00208333333333,0.08125000000001137,140.0
49.00208333333333,0.08541666666667425,155.0
49.00208333333333,0.08958333333333712,146.0
49.00208333333333,0.09375,130.0
49.00208333333333,0.09791666666666288,141.0
49.00208333333333,0.10208333333332575,164.0
49.00208333333333,0.10624999999998863,177.0
49.00208333333333,0.11041666666665151,180.0
49.00208333333333,0.11458333333334281,176.0
49.00208333333333,0.11875000000000568,157.0
49.00208333333333,0.12291666666666856,138.0
49.00208333333333,0.12708333333333144,112.0
49.00208333333333,0.13124999999999432,93.0
49.00208333333333,0.1354166666666572,91.0
49.00208333333333,0.13958333333332007,89.0
49.00208333333333,0.14375000000001137,75.0
49.00208333333333,0.14791666666667425,64.0
49.00208333333333,0.15208333333333712,68.0
49.00208333333333,0.15625,80.0
49.00208333333333,0.16041666666666288,92.0
49.00208333333333,0.16458333333332575,109.0
49.00208333333333,0.16874999999998863,129.0
49.00208333333333,0.1729166666666515,146.0
49.00208333333333,0.1770833333333428,169.0
49.00208333333333,0.18125000000000568,183.0
49.00208333333333,0.18541666666666856,185.0
49.00208333333333,0.18958333333333144,188.0
49.00208333333333,0.19374999999999432,189.0
49.00208333333333,0.1979166666666572,187.0
49.00208333333333,0.20208333333332007,187.0
49.00208333333333,0.20625000000001137,186.0
49.00208333333333,0.21041666666667425,187.0
49.00208333333333,0.21458333333333712,189.0
49.00208333333333,0.21875,189.0
49.00208333333333,0.22291666666666288,190.0
49.00208333333333,0.22708333333332575,188.0
49.00208333333333,0.23124999999998863,173.0
49.00208333333333,0.2354166666666515,171.0
49.00208333333333,0.2395833333333428,179.0
49.00208333333333,0.24375000000000568,162.0
49.00208333333333,0.24791666666666856,130.0
49.00208333333333,0.25208333333333144,104.0
49.00208333333333,0.2562499999999943,100.0
49.00208333333333,0.2604166666666572,123.0
49.00208333333333,0.26458333333332007,149.0
49.00208333333333,0.26875000000001137,173.0
49.00208333333333,0.27291666666667425,190.0
49.00208333333333,0.2770833333333371,196.0
49.00208333333333,0.28125,196.0
49.00208333333333,0.2854166666666629,198.0
49.00208333333333,0.28958333333332575,200.0
49.00208333333333,0.29374999999998863,202.0
49.00208333333333,0.2979166666666515,203.0
49.00208333333333,0.3020833333333428,201.0
49.00208333333333,0.3062500000000057,201.0
49.00208333333333,0.31041666666666856,199.0
49.00208333333333,0.31458333333333144,194.0
49.00208333333333,0.3187499999999943,190.0
49.00208333333333,0.3229166666666572,183.0
49.00208333333333,0.32708333333332007,185.0
49.00208333333333,0.33125000000001137,190.0
49.00208333333333,0.33541666666667425,190.0
49.00208333333333,0.3395833333333371,191.0
49.00208333333333,0.34375,189.0
49.00208333333333,0.3479166666666629,184.0
49.00208333333333,0.35208333333332575,185.0
49.00208333333333,0.35624999999998863,190.0
49.00208333333333,0.3604166666666515,191.0
49.00208333333333,0.3645833333333428,192.0
49.00208333333333,0.3687500000000057,192.0
49.00208333333333,0.37291666666666856,191.0
49.00208333333333,0.37708333333333144,193.0
49.00208333333333,0.3812499999999943,194.0
49.00208333333333,0.3854166666666572,193.0
49.00208333333333,0.38958333333332007,191.0
49.00208333333333,0.39375000000001137,189.0
49.00208333333333,0.39791666666667425,184.0
49.00208333333333,0.4020833333333371,164.0
49.00208333333333,0.40625,132.0
49.00208333333333,0.4104166666666629,145.0
49.00208333333333,0.41458333333332575,176.0
49.00208333333333,0.41874999999998863,184.0
49.00208333333333,0.4229166666666515,184.0
49.00208333333333,0.4270833333333428,183.0
49.00208333333333,0.4312500000000057,185.0
49.00208333333333,0.43541666666666856,189.0
49.00208333333333,0.43958333333333144,190.0
49.00208333333333,0.4437499999999943,192.0
49.00208333333333,0.4479166666666572,192.0
49.00208333333333,0.45208333333332007,190.0
49.00208333333333,0.45625000000001137,190.0
49.00208333333333,0.46041666666667425,193.0
49.00208333333333,0.4645833333333371,192.0
49.00208333333333,0.46875,190.0
49.00208333333333,0.4729166666666629,189.0
49.00208333333333,0.47708333333332575,188.0
49.00208333333333,0.48124999999998863,188.0
49.00208333333333,0.4854166666666515,189.0
49.00208333333333,0.4895833333333428,187.0
49.00208333333333,0.4937500000000057,187.0
49.00208333333333,0.49791666666666856,186.0
49.00208333333333,0.5020833333333314,186.0
49.00208333333333,0.5062499999999943,185.0
49.00208333333333,0.5104166666666572,184.0
49.00208333333333,0.5145833333333201,184.0
49.00208333333333,0.5187500000000114,186.0
49.00208333333333,0.5229166666666742,182.0
49.00208333333333,0.5270833333333371,157.0
49.00208333333333,0.53125,158.0
49.00208333333333,0.5354166666666629,179.0
49.00208333333333,0.5395833333333258,182.0
49.00208333333333,0.5437499999999886,180.0
49.00208333333333,0.5479166666666515,182.0
49.00208333333333,0.5520833333333428,183.0
49.00208333333333,0.5562500000000057,184.0
49.00208333333333,0.5604166666666686,188.0
49.00208333333333,0.5645833333333314,191.0
49.00208333333333,0.5687499999999943,193.0
49.00208333333333,0.5729166666666572,194.0
49.00208333333333,0.5770833333333201,194.0
